frame_path,f1_score_200_480p,f1_score_400_480p,f1_score_800_480p,f1_score_1200_480p,f1_score_2200_480p,f1_score_3300_480p,f1_score_5000_480p,f1_score_6500_480p,f1_score_8600_480p,f1_score_10000_480p,f1_score_12000_480p,f1_score_200_720p,f1_score_400_720p,f1_score_800_720p,f1_score_1200_720p,f1_score_2200_720p,f1_score_3300_720p,f1_score_5000_720p,f1_score_6500_720p,f1_score_8600_720p,f1_score_10000_720p,f1_score_12000_720p,f1_score_200_1080p,f1_score_400_1080p,f1_score_800_1080p,f1_score_1200_1080p,f1_score_2200_1080p,f1_score_3300_1080p,f1_score_5000_1080p,f1_score_6500_1080p,f1_score_8600_1080p,f1_score_10000_1080p,f1_score_12000_1080p
0011.JPEG,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.125,0.25,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.08333333333333334,0.25,0.25,0.25,0.25,0.5,0.75,1.0,1.0,1.0
0012.JPEG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9836065573770492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0013.JPEG,0.32679738562091504,0.6601307189542484,0.6601307189542484,0.6601307189542484,0.6601307189542484,0.6601307189542484,0.6601307189542484,0.6601307189542484,0.6601307189542484,0.6601307189542484,0.6601307189542484,0.32679738562091504,0.32679738562091504,0.6601307189542484,0.6601307189542484,0.6601307189542484,0.6601307189542484,0.6601307189542484,0.6601307189542484,0.6601307189542484,0.6601307189542484,0.6601307189542484,0.32051282051282054,0.3333333333333333,0.6601307189542484,0.6601307189542484,0.6601307189542484,0.6601307189542484,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8888888888888888,1.0
0014.JPEG,0.5,0.5,0.9814814814814815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.9871794871794872,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4722222222222222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0015.JPEG,0.5936650936650936,0.6393239600786771,0.7005716075483517,0.9242424242424241,0.9657231226998668,0.9479770229770229,0.7819080213315741,0.6902356902356903,0.6631136950904393,0.6902902902902903,0.6641774891774892,0.5972222222222222,0.6800446456643401,0.718013468013468,0.7199074074074074,0.9535066981875493,0.7190016103059582,0.9782608695652174,0.7315546772068511,0.9840425531914894,0.9944444444444445,0.7391304347826086,0.6523948760790865,0.6782407407407407,0.685862691960253,0.7351851851851852,0.7142461755233495,0.7424242424242424,0.7363799283154122,0.9863799283154122,0.9944444444444445,1.0,1.0
0016.JPEG,0.3588691290469676,0.6937975817286162,0.6437564499484003,0.8697642704071693,0.6392489199069458,0.8088269967580313,0.7836257309941521,0.8020308578864208,0.7549808429118773,0.8109098811938569,0.8177653858885239,0.3911342894393741,0.7254901960784315,0.639102564102564,0.9585858585858585,0.9681818181818181,0.9629629629629629,0.8725589225589225,0.9629629629629629,0.9075163398692812,0.9452830188679245,0.9907407407407407,0.39551282051282044,0.7021276595744681,0.7983893557422969,0.7358490566037736,0.9175052410901468,0.9175052410901468,0.9452830188679245,0.8952830188679246,1.0,1.0,1.0
0017.JPEG,0.5892115534738486,0.7767213114754099,0.5704283513097073,0.5706146926536733,0.5770186335403726,0.9737399450157825,0.7515679442508711,0.7451640033641715,0.7515679442508711,0.6570186335403727,0.7584462511291779,0.6485346215780998,0.7766101694915254,0.9292517006802722,0.8,0.7857142857142858,0.7857142857142858,0.7925925925925925,0.7959183673469388,0.7959183673469388,1.0,0.8,0.6699112978524744,0.8198777391400343,0.7926396788223486,0.8,0.7967213114754099,0.9744990892531877,0.9957446808510639,1.0,0.8,1.0,1.0
0018.JPEG,0.5587301587301587,0.828428021926474,0.9296238004677905,0.6188880615537354,0.6350798959494612,0.7321288679984331,0.6870087478783131,0.7333142639206712,0.7321288679984331,0.7748486239534834,0.7007065889418831,0.8790849673202613,0.9302340171905389,0.9495907066329602,0.9586193745232646,0.967391304347826,0.9822222222222222,0.9955555555555554,1.0,0.990990990990991,0.9814814814814815,0.9863013698630136,0.8736059679931868,0.9765258215962441,0.9423888132328031,0.9728267397832616,0.9516908212560388,0.9729680365296803,0.9818357487922705,0.990990990990991,0.9814814814814815,0.9866666666666667,1.0
0019.JPEG,0.6282051282051282,0.6702939337085678,0.710088304427927,0.6642899584076055,0.7636379856371827,0.8035060177917321,0.8041729512317747,0.8198983297022512,0.8418688230008985,0.8418688230008985,0.8560483541615618,0.34251147267417603,0.6944444444444445,0.7259070294784581,0.863927738927739,0.8359477124183007,0.9871794871794872,0.9937106918238993,0.963407661520869,0.988419686532894,0.9636363636363637,0.9937106918238993,0.6642777512342729,0.6978354978354978,0.8754538852578069,0.9270440251572327,0.9696969696969697,0.963407661520869,1.0,0.963407661520869,1.0,1.0,1.0
0020.JPEG,0.5444646098003629,0.9088541666666666,0.45951035781544247,0.6113636363636363,0.523002421307506,0.5782991202346042,0.6107142857142857,0.6191222570532915,0.6018062397372742,0.6191222570532915,0.3518062397372742,0.5352998065764023,0.676031746031746,0.6642857142857144,0.9660734149054505,0.7252688172043011,0.6706214689265537,0.6919354838709677,0.9142857142857144,0.6700395703787451,0.7333333333333334,0.9833333333333334,0.6360448807854138,0.7122331691297208,0.9103174603174603,0.8280927332943697,0.9419354838709677,0.93783712321523,0.9959016393442623,0.95,0.996031746031746,1.0,1.0
0021.JPEG,0.5729055258467023,0.4854636591478697,0.6353710479407073,0.6519494807252244,0.735031055900621,0.654194577352472,0.6576201372997712,0.6251563691838291,0.7678650852483321,0.7809534706331045,0.6648872180451127,0.6421888053467002,0.7915796703296702,0.8275978407557355,0.8445454545454545,0.868840579710145,0.9164558629776021,0.8748826291079812,0.9246376811594204,0.9137681159420289,0.913849765258216,0.9304347826086957,0.5560439560439561,0.7227106227106227,0.8293506493506493,0.93989898989899,0.7941176470588236,0.9623346137430644,0.9789196310935442,0.9333333333333333,1.0,0.9971014492753623,1.0
0022.JPEG,0.2349206349206349,0.44571428571428573,0.4666666666666667,0.45185185185185184,0.4666666666666667,0.6756756756756757,0.47000000000000003,0.48,0.4903225806451613,0.4875,0.47777777777777775,0.31013254949808666,0.6179271708683473,0.4685483870967742,0.6666666666666667,0.6208333333333333,0.7,0.7037037037037037,0.6333333333333333,0.6333333333333333,0.7,0.7,0.3090909090909091,0.45,0.6695652173913043,0.7666666666666667,0.5555555555555556,0.7090909090909091,0.7411764705882353,0.975,0.9647058823529411,0.9555555555555555,1.0
0023.JPEG,0.5967213114754099,0.6,0.7959183673469388,0.7959183673469388,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6,0.5967213114754099,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5926396788223486,0.5967213114754099,0.8,0.8,0.8,0.6,0.8,1.0,1.0,0.8,1.0
0024.JPEG,0.44944178628389153,0.4484981684981685,0.44703962703962696,0.6738095238095239,0.8952380952380953,0.8933333333333333,0.87926267281106,0.8065934065934066,0.8138528138528137,0.8078341013824886,0.8233766233766234,0.5739036640037752,0.4947011094552078,0.4889406660506969,0.7024372759856631,0.71,0.7011764705882353,0.9284210526315789,0.9155555555555555,0.96,0.7473684210526316,0.9473684210526315,0.38827060725005774,0.47974468247749724,0.5280701754385965,0.5238095238095238,0.7054545454545454,0.6710070257611241,0.7377777777777778,0.7284210526315789,0.9377777777777776,0.9882352941176471,1.0
0025.JPEG,0.2648148148148148,0.5551656920077973,0.5866402116402116,0.5687830687830687,0.608825283243888,0.5610216656728284,0.5959595959595959,0.5492929292929293,0.6048484848484849,0.5862977602108037,0.5450645994832041,0.21666666666666665,0.7017199017199017,0.7286602286602286,0.7639953542392567,0.8053366687513028,0.8163290822705677,0.8045634920634921,0.8110714357763925,0.8102453102453103,0.8242177876324218,0.8253968253968255,0.2722222222222222,0.538704177323103,0.7444444444444445,0.923015873015873,0.7634164222873899,0.9816468253968255,0.9688263125763125,0.982128982128982,0.9946236559139785,0.9959349593495935,1.0
0026.JPEG,0.20029339519650652,0.27154882154882154,0.744797846306738,0.8358735380116958,0.8764402201344257,0.8474182813430715,0.8667633165587578,0.8677754529328742,0.8730233393538535,0.871614780589992,0.8663715502737187,0.21662102019856216,0.5318940342094285,0.8704923117248625,0.8728092368809436,0.9336433788278391,0.9623494800218938,0.9549523520602496,0.9585378825069546,0.9761701608971233,0.9611328549684715,0.977033422064478,0.36451583368283014,0.4595814212209707,0.8967055534582966,0.8850436365761775,0.9629012159581951,0.9644303201506591,0.9907179907179907,0.9880963022555942,0.9811709996136226,0.98628795867795,1.0
0027.JPEG,0.15507626701656552,0.4378132030844375,0.5999588989911571,0.6139268242142574,0.54795732722562,0.7269387366597124,0.7580846894708361,0.6823334235422799,0.7347355112735717,0.7265087853323148,0.7575406400183835,0.14837935174069625,0.3669559975493516,0.7107762279987397,0.9050670372098943,0.7719421713824699,0.7320928724083162,0.9499078934368892,0.7639561547978665,0.813469778875095,0.8018331256426494,0.8032492603921175,0.230925583485923,0.5618899421874082,0.7328668801509783,0.7725197965981377,0.8347471888223454,0.8205703347848523,0.8500753075056481,0.8520176307786926,0.8515496303106922,0.8530612244897959,1.0
0028.JPEG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43750000000000006,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.47058823529411764,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0029.JPEG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444445,0.4444444444444445,1.0,1.0,1.0,0.9444444444444444,1.0
0030.JPEG,0.0,0.8750000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8750000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0031.JPEG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0032.JPEG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0033.JPEG,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.6593406593406593,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.6666666666666667,0.9677419354838709,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,1.0,1.0,1.0,1.0,1.0
0034.JPEG,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827,1.0,1.0,1.0,1.0,1.0
0035.JPEG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0036.JPEG,0.26666666666666666,0.5454545454545454,0.7999999999999999,0.942577030812325,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.16296296296296295,0.8592436974789915,0.9629629629629629,0.9629629629629629,0.7999999999999999,1.0,0.7999999999999999,1.0,1.0,0.7999999999999999,0.7999999999999999,0.7457142857142857,0.8605820105820107,0.8888888888888888,0.6666666666666666,0.9523809523809524,0.9523809523809524,0.9523809523809524,1.0,1.0,1.0,1.0
0037.JPEG,0.2793458781362007,0.3149801587301587,0.4036044973544974,0.4920634920634921,0.4946236559139785,0.6335125448028673,0.6287878787878788,0.6311965811965812,0.6264510779436153,0.6311965811965812,0.6157673172598546,0.2514932011691447,0.32266458495966693,0.6307803043657089,0.6307803043657089,0.7668444791395611,0.6309483151183971,0.6362433862433862,0.8029100529100529,0.6484684107634927,0.8128205128205129,0.8154623154623154,0.20254629629629628,0.31746031746031744,0.5948868071818891,0.6260556383507203,0.6280369903320723,0.9085470085470085,0.6282828282828282,0.8957264957264958,0.9428571428571427,0.9538461538461539,1.0
0038.JPEG,0.293446088794926,0.3658409387222946,0.38181818181818183,0.48571428571428577,0.3865518199499861,0.49528590477684525,0.4956427290408952,0.382928208027134,0.7253524504513764,0.4920191171180431,0.599177451826287,0.34335664335664334,0.3681498829039812,0.3763841807909604,0.4624355971896955,0.7933314809669352,0.8934426229508198,0.7,0.9118728266269249,0.6931034482758621,0.9333333333333333,0.8133333333333332,0.15384615384615383,0.37777777777777777,0.9157894736842106,0.6104743381097923,0.7632768361581921,0.8066648143002686,0.8108958837772399,0.9266666666666665,0.9333333333333333,0.9933333333333334,1.0
0039.JPEG,0.4245169082125604,0.6,0.6486486486486487,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5946585530764029,0.6533333333333333,0.8845598845598844,0.8333333333333334,0.7999999999999999,0.6666666666666666,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.45441595441595445,0.9671361502347419,0.8333333333333334,0.8888888888888888,1.0,0.8888888888888888,1.0,0.8888888888888888,1.0,1.0,1.0
0040.JPEG,0.0,0.16666666666666666,0.23137254901960783,0.2647058823529412,0.27777777777777773,0.4583333333333333,0.45098039215686275,0.42857142857142855,0.4545454545454546,0.42424242424242425,0.4444444444444445,0.0,0.25,0.26704545454545453,0.4282051282051282,0.6458333333333334,0.6370370370370371,0.6222222222222222,0.7216775599128541,0.8903508771929824,0.6666666666666666,0.7388888888888889,0.0,0.2698412698412698,0.48888888888888893,0.4791666666666667,0.7666666666666666,0.9333333333333332,0.9148148148148149,0.9333333333333332,0.9333333333333332,0.9888888888888889,1.0
0041.JPEG,0.28503401360544217,0.8333333333333334,0.330188679245283,0.4909090909090909,0.4444444444444444,0.330188679245283,0.3333333333333333,0.49685534591194963,0.49685534591194963,0.4444444444444444,0.4382716049382716,0.49673202614379086,0.330188679245283,0.611111111111111,0.9444444444444445,0.5,0.4444444444444444,0.4444444444444444,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,0.5,0.7222222222222222,0.6079664570230607,0.4444444444444444,0.6666666666666666,0.611111111111111,0.611111111111111,0.7777777777777777,0.9444444444444445,1.0
0042.JPEG,0.2553168044077135,0.520577528532074,0.43122039251071514,0.4593860684769776,0.3691460055096419,0.48039838948929864,0.5062937062937063,0.4848484848484848,0.4599593690502781,0.5533254624163715,0.4756137004940833,0.24131545873481358,0.49897292250233427,0.5689361143906598,0.3051554506099961,0.4822510822510822,0.47107438016528924,0.47137219864492597,0.4848484848484848,0.5647382920110192,0.46005509641873277,0.47137219864492597,0.1729055258467023,0.5048892284186401,0.5272727272727272,0.4787878787878789,0.5008264462809917,0.5930735930735932,0.7118287118287118,0.7142857142857143,0.8121212121212121,1.0,1.0
0043.JPEG,0.48484848484848486,0.8703703703703703,1.0,0.5,0.4857142857142857,0.9857142857142858,1.0,1.0,0.9857142857142858,1.0,1.0,0.46875,0.31999999999999995,0.48484848484848486,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.4722222222222222,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.4,0.9848484848484849,0.9857142857142858,0.9571428571428571,0.9857142857142858,0.4857142857142857,1.0,1.0,1.0,1.0,1.0
0044.JPEG,0.21428571428571427,0.7863805970149252,0.6190438183414478,0.48771367521367515,0.5928571428571429,0.4322169059011164,0.43404598628479224,0.43560606060606055,0.4396766169154229,0.4415584415584415,0.4415584415584415,0.35260260260260257,0.5414682539682539,0.6769366197183099,0.5347222222222222,0.44531897265948633,0.659894094624151,0.6562791783380019,0.659894094624151,0.6873450750163079,0.6682974559686888,0.6463194339906668,0.2767857142857143,0.6611263736263736,0.7033561033561033,0.6797101449275362,0.6912100456621004,0.6646825396825397,0.6665199530516432,0.6976190476190476,0.6976190476190476,0.75,1.0
0045.JPEG,0.7575757575757575,0.9814814814814815,0.9090909090909092,0.9743589743589745,0.990990990990991,0.9814814814814815,0.990990990990991,0.990990990990991,0.990990990990991,0.990990990990991,0.990990990990991,0.6892473118279571,0.9523809523809524,0.9814814814814815,0.9824561403508771,0.990990990990991,0.9824561403508771,0.990990990990991,0.990990990990991,0.990990990990991,0.990990990990991,0.990990990990991,0.6666666666666666,0.9814814814814815,0.990990990990991,0.990990990990991,0.990990990990991,0.9824561403508771,1.0,0.990990990990991,0.990990990990991,0.9914529914529915,1.0
0046.JPEG,0.8753482796604679,0.9919333853760083,1.0,0.9961538461538462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9692982456140351,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996031746031746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0047.JPEG,0.32635135135135135,0.5538738738738738,0.8016666666666667,0.48451127819548867,0.546031746031746,0.5072072072072072,0.49523809523809526,0.5152380952380953,0.5072072072072072,0.5072072072072072,0.4872072072072072,0.2576036866359447,0.47675438596491226,0.8739130434782609,0.6702127659574468,0.880952380952381,0.8186991869918699,0.7653658536585366,0.78,0.9133333333333333,0.8186991869918699,0.8133333333333332,0.08695652173913045,0.4749874686716791,0.5036821705426358,0.7022222222222222,0.8466666666666667,0.9186991869918699,0.8238095238095238,0.8333333333333333,0.8,0.8,1.0
0048.JPEG,0.4643467643467643,0.5555555555555555,0.5981240981240982,0.6031746031746031,0.5553359683794467,0.5989202368512713,0.5509442248572683,0.5989202368512713,0.5606060606060607,0.5567162306292741,0.5509442248572683,0.26134259259259257,0.49917328042328046,0.7103174603174603,0.6388888888888888,0.6165413533834586,0.5887635756056809,0.6241892610313663,0.637037037037037,0.631986531986532,0.637037037037037,0.637037037037037,0.4259259259259259,0.44166666666666665,0.741005291005291,0.7681481481481481,0.785954785954786,0.637037037037037,0.8148148148148149,0.8148148148148149,0.8333333333333334,0.8333333333333334,1.0
0049.JPEG,0.6192082111436951,0.6583333333333333,0.7028985507246377,0.8025114155251142,0.7405063291139241,0.7337662337662338,0.75,0.7371794871794872,0.75,0.75,0.75,0.23333333333333334,0.6558699101004759,0.7296037296037297,0.75,0.49404761904761907,0.4969879518072289,0.5,0.7469879518072289,0.7469879518072289,0.75,0.4969879518072289,0.0,0.6192082111436951,0.8655063291139241,0.7439024390243902,0.7469879518072289,0.7469879518072289,0.7469879518072289,0.7469879518072289,0.7469879518072289,0.75,1.0
0050.JPEG,0.17857142857142858,0.42857142857142855,0.4168618266978923,0.7004608294930875,0.8550106609808102,0.5238095238095238,0.6645344705046198,0.7121535181236673,0.8550106609808102,0.8529411764705882,0.9957983193277311,0.23809523809523808,0.5807453416149068,0.7120879120879121,0.8073260073260073,0.70995670995671,0.7121535181236673,0.8073916133617626,0.8073916133617626,0.8550106609808102,0.8550106609808102,0.8550106609808102,0.0,0.3095238095238095,0.5741496598639456,0.7857142857142857,0.6407249466950959,0.7121535181236673,0.7100840336134454,0.8073916133617625,0.9523809523809524,0.9523809523809524,1.0
0051.JPEG,0.9836065573770492,1.0,1.0,0.9841269841269841,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9836065573770492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0052.JPEG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0053.JPEG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9836065573770492,0.923076923076923,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0054.JPEG,0.976923076923077,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0055.JPEG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.967741935483871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9836065573770492,0.9836065573770492,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0056.JPEG,0.3345098039215686,0.7776736924277907,0.7871975019516003,0.7680256593014968,0.5827530575071558,0.7922768670309653,0.5922768670309654,0.5967213114754099,0.5922768670309654,0.5827530575071558,0.5827530575071558,0.3112068965517241,0.7567213114754099,0.9118728266269249,0.7169145481903857,0.7827530575071557,0.9967213114754099,0.9967213114754099,0.9904761904761905,0.9967213114754099,0.9880256593014968,0.7913043478260869,0.5310069790628116,0.7628072580491614,0.9722768670309654,0.9880256593014968,0.9256102003642986,0.9238095238095237,0.9904761904761905,0.9871975019516004,1.0,1.0,1.0
